PROVIDER NUMBER,PROVIDER NAME,ADDRESS,Phone No
1453,FAISAL PHARMACY (DUBAI),"Choitram, Umm Suqueim, Dubai - ",009714-3334133 (Omar -accounts)
1454,SARA PHARMACY (DUBAI),"Spinneys, Karama. Dubai - ",+9714-3593330
1455,DORRA PHARMACY (DUBAI),"Villa 351, Beach Park,Near Medcare child clinic, Jumeira,Dubai - ",+9714-3478481
1456,ZABEEL PHARMACY (DUBAI),Zabeel Bldg. Zabeel Road. Dubai - ,+9714-3377770
1457,AL AWEER SOCIETY PHARMACY (DUBAI),"Union Co-op, Fruit & Veg. Market, Dubai - ",+9714-3201900
1458,DRAGON PHARMACY (DUBAI),Dragon Mart Dubai Ban  05 & 06 - ,+9714-3687409
1459,UPTOWN PHARMACY(BR OF AL SHAFAR PH GRP LLC) (DUBAI),"J3 Mall, 1st Floor, Al Wasl Road, Al Manara, Dubai, UAE - ",04-3392762
1460,DRAGON MART PHARMACY (DUBAI),Dragon Mart Dubai - ,+9714-3687450
1461,JEBEL ALI GARDENS PHARMACY (DUBAI),"Enoc Station, Inb Batoota Mall. Dubai - ",+9714-8820828
1462,UMM HURAIR PHARMACY (DUBAI),Umm Hurair Bldg. Near Karama P.O Dubai - ,+9714-338766 / 3334133
1464,DESERT OASIS PHARMACY (DUBAI),"Enoc Station, Near Silicon Oaisis - ",+9714-3265190
1465,HIGHWAY PHARMACY (DUBAI),Enoc Station Opp Wasel Hosp Dubai - ,+9714-3375552
1519,PHARMAZONE PHARMACY (DUBAI),"Block 6, G 10,Next to Internet City,Dubai Knowledge Village, - ",+9714-3644502
1520,BEAUTY PHARMACY (DUBAI),"Al Barah Building, Baraha Deira - ",+9714-2971909
1608,UNITED PHARMACY (DUBAI),DUBAI - ,009714 - 3411451
1609,GRAND UNITED PHARMACY (DUBAI),"Dubai Mall, Ground Floor, Beside Costa Coffee - ",009714 - 3398125
1610,IBN BATTUTA PHARMACY (DUBAI),"Ibn Battuta Mall, China Court , Beside Sharaf D.G. - ",009714-3388543 (H.O)
1611,SPECIAL CARE PHARMACY (DUBAI), - ,009714 - 3981850
1612,CENTRAL UNITED PHARMACY (DUBAI),"City Centre, First Floor, Opp: Dubai Islamic Bank - ",009714 - 2840344
1614,RASHID PHARMACY -MOOPENS (DUBAI),DUBAI - ,009714 - 2211739
1615,ALFA PHARMACY-MOOPENS (DUBAI), - ,009714 - 2806714
1616,MEDICINE SHOPPE MICRO (DUBAI),DUBAI - ,009714 - 3237939 (MOOPEN'S GROUP)
1617,MEDICINE SHOPPE PHARMACY(DUBAI),DUBAI - ,009714 - 4503572 (MOOPENS GROUP)
1618,BETA PHARMACY-MOOPENS- (DUBAI),DUBAI - ,009714 -2840678
1639,SUPERCARE PHARMACY-SAFA (DUBAI),"Shop#5, Block#4, Al Ferdous Building, Al Wasl Road, DUBAI - ",04-3943595/04-3881002/04-3881003
1640,SUPERCARE PHARMACY (BR) DUBAI MALL,Dubai Mall - ,009714 - 4341687
1641,SUPERCARE EMIRATES PHARMACY (DUBAI),DUBAI - ,009714 -3410871
1642,SUPERCARE PHARMACY UMM SUQEIM (DUBAI),DUBAI - ,009714 -3306144 (DUBAI LONDON CLINIC)
1643,SUPERCARE PHARMACY FESTIVAL CITY (DUBAI),DUBAI - ,009714 - 2325577
1644,SUPERCARE GARDENS PHARMACY (DUBAI),DUBAI - ,009714 - 3669800
1645,SUPERCARE JUMEIRAH PHARMACY (DUBAI),DUBAI - ,009714 - 3445246
1646,SUPERCARE MANKHOOL PHARMACY (DUBAI),DUBAI - ,009714 - 3989092
1647,NEW SUPERCARE PHARMACY MEDIA CITY(DUBAI),DUBAI - ,009714 - 3902445 (MEDIA CITY)
1648,SUPERCARE PHARMACY OASIS CENTRE (DUBAI),DUBAI - ,009714 - 3397683
1649,SUPERCARE PHARMACY ASWAAQ UMM SUQ(DUBAI),DUBAI - ,009714 - 3306643
1650,SUPERCARE PHARMACY ARABIAN CENTRE (DUBAI,DUBAI - ,009714 - 2845540
1651,SUPERCARE PHARMACY MIRDIFF (DUBAI),DUBAI - ,009714 - 2839171
1652,ARABELLA PHARMACY (DUBAI),DUBAI - ,009714 - 3941519
1708,MEDI LINK PHARMACY L L C (DUBAI),"Ground Floor, Shop No: B-14, Arabian Ranches 1, PO Box 34786, Community Retail Centre - Dubai, United Arab Emirates",009714 - 3618218
1711,RAS AL KHOOR PHARMACY (DUBAI),"Deira, DUBAI - ",009716-5775001
1712,THUMBAY PHARMACY 11 (DUBAI),"AL KHALEEJ ROAD, AL KHALEEJA STREET, INSIDE DUBAI HOSPITAL BLDG, AL BARAHA - ",009714 - 2722011
1713,THUMBAY PHARMACY 16 (DUBAI),"SHEIK RASHID COLONY,  3 B STREET, MASJID AL ANSAR BUILDING, AL QUSAIS - ",04-2637991
1714,THUMBAY PHARMACY 2 (DUBAI),"ALGHUWAIS BUILDING, NEAR EPPCO, DAMASCUS STREET, AL QUSAIS - ",009714 -2676705
1715,THUMBAY PHARMACY LLC BRANCH SATWA (DUBAI),DUBAI - ,009714 -3448162
1716,THUMBAY PHARMACY 3 (DUBAI),"MOHAMED SADIQ HUSSAIN BLDG., AL FAHIDI STREET, BUR DUBAI - ",009714 - 3530099
1717,THUMBAY PHARMACY 7 (DUBAI),"601-Sapphire Tower, Port Saeed - ",009714 - 4508540
1718,AL YASMIN PHARMACY (DUBAI),DUBAI - ,009714  - 2973375
1719,WE CARE PHARMACY (DUBAI),DUBAI - ,009714 - 3944660
1755,MEDICOM -AL PHARABI PHARAMCY (DUBAI),DUBAI - ,009714 - 2264844
1756,MEDICOM -1 AL JAMEYA PHARMACY (DUBAI),DUBAI - ,009714 - 2633677 / 2672946
1757,MEDICOM - 2 AL WASL PHARMACY (DUBAI),DUBAI - ,009714 - 3448333
1758,MEDICOM -3 WORLD PHARMACY (DUBAI),DUBAI - ,009714 - 2712222
1759,MEDICOM - 4 TOWN PHARMACY (DUBAI),DUBAI - ,009714 - 3440077
1760,MEDICOM -5 EMIRATES CO-OP PHARMACY (DUBA,DUBAI - ,009714 - 2649929
1761,MEDICOM - 6 MAZAYA PHARMACY (DUBAI),DUBAI - ,009714 - 3435522
1762,MEDICOM -7 FLAME PHARAMCY (DUBAI),DUBAI - ,009714 - 2876804
1763,MEDICOM- 8 CENTURY PHARMACY (DUBAI),DUBAI - ,009714 - 2965040
1764,MEDICOM - 9 ALQEMMA PHARMACY (DUBAI),DUBAI - ,009714 - 2640818
1765,MEDICOM -10 AL SABA PHARMACY (DUBAI),DUBAI - ,009714 - 2885995
1766,MEDICOM -11 NEW FLAME PHARMACY (DUBAI),DUBAI - ,009714 - 2611551
1767,MEDICOM-12 DUBAI CENTURY PHARMACY(DUBAI),DUBAI - ,009714 - 2859110
1768,MEDICOM -13 HOME PHARMACY (DUBAI),DUBAI - ,009714 - 3977739
1769,MEDICOM -14  PHARMACY MADINA MALL(DUBAI),DUBAI - ,009714 - 2558733
1779,ASTER PHARMACY TCOM (DUBAI),DUBAI - ,009714 - 4534840
1781,AL MANKHOOL PHARMACY LLC (DUBAI),"Trio 3, 19 A Street, PO Box 111751 Al Nahda 2 - Dubai, United Arab Emirates",04-2554427
1857,SUPERCARE PHARMACY JLT (DUBAI),DUBAI - ,009714 - 4541157
1859,UNICARE PHARMACY LLC (DUBAI),"Ground Floor, Near Emirates NBD, Burjuman Centre, Bur Dubai, Dubai - ",009714 - 3599523
1882,HILLS COMMUNITY PHARMACY(DUBAI),DUBAI - ,009714 - 3617575
1883,TRACKS COMMUNITY PHARMACY (DUBAI),"Uptown Motor City, Dubai, - ",009714 - 4475828 / 8991254
1884,GREEN COMMUNITY PHARMACY (DUBAI),"At The Market Centre in Green Community, Dubai Investment Park - ",009714 - 8853636
1885,ALWASEL COMMUNITY PHARMACY(DUBAI),Al Wasel Union Co-op - ,009714 - 3212062
1887,GREEN MOTOR COMMUNITY PHARMACY(DUBAI),Green Community Motor City - ,009714 - 4571527
1905,GMC PHARMACY LLC  (DUBAI),"Near DNATA builchng, Al Ittihad Street, Port Saeed, Deira - ",009714 - 2627799
1906,SUPERCARE PHARMACY SILICON  BR (DUBAI),DUBAI - ,009714 - 3423307
1945,ASTER JEBELALI PHARMACY (DUBAI), - ,009714-8840237
1946,NEW MARIAM PHARMACY  (DUBAI), - ,009714-3952213
1981,ASTER GRAND PHARMACY-AL NAHDA (DUBAI),"AB Plaza building,Ground Floor, Shop no: 8, Al Nahda - ",009714-2505712
1983,AVENUE PHARMACY LLC (DUBAI),"Aspect Tower,(Executive tower-D)Business Bay, - ",009714-4357450
2014,SUPERCARE PHARMACY DEIRA CITY CENTRE(DUB,"LEVEL 1, NEAR ICONIC , DEIRA CITY CENTRE - ",009714 - 2501211
2056,WELLSPRING PHARMACY (DUBAI),"JUMEIRA BEACH ROAD,UMM SUQEIM 1,VILLA 611,SHOP - ",009714 - 3465003
2067,ALGARHOUD PRIVATE HOSPITAL PHARMACY (DUBAI),"Opposite DHL Head Office,Al Garhoud Area, - ",009714  - 2821211
2160,ASTER JBR PHARMACY LLC (DUBAI),THE WALK JUMEIRA BEACH RESIDENCE (J B R) - ,009714 - 4471127
2245,MODERN FAMILY  PHARMACY  LLC  (DUBAI),"11 Ummherair Building , Karama Dubai - ",009714 - 3885633
2270,EURO HEALTH PHARMACY LLC (DUBAI),"Oud Metha Rd., KM Trdg., Dubai - ",insurance dept-03-7654438
2315,SUPERCARE PHARMACY SHEIKH ZAYD RD (DUBAI),"SHEIKH ZAYED ROAD, OASIS TOWER - ",009714- 3798802
2324,SUPERCARE PHARMACY MARSA (DUBAI),"SILVERENE MARINA , OPP. DUBAI MARINA MALL - ",009714-4232850
2340,KIMS PHARMACY LLC (DUBAI),"Next to Abu Baker Al Siddique Metro Station,  Al Muraqqabat, Deira, - ",009714 - 2209434
2362,PHARMALUX  PHARMACY LLC (DUBAI),"Next to Dubai Marina Mall , Dubai Marina, - ",009714 - 4340124
2372,DOCTORS PHARMACY (DUBAI),"BEHIND UNION COOPERATIVE, SATWA ROUND ABOUT -DUBAI - ",009714-3315297/3312685
2373,SUPERCARE PHARMACY WASL SQUARE (DUBAI),"Spinney�s, Centro Villa Mall,Dubai Land, DUBAI, UAE. - ",04-8748521
2374,NEW MANKHOOL PHARMACY (DUBAI),"Next to Al Karama Metro Station's Exit #2, Sheikh Khalifa Bin Zayed Street, PO Box 127815Al Mankhool - Dubai, United Arab Emirates",009714-3858580
2383,EMIRATES PHARMACY LLC-MARINA(DUBAI),"Botanica Tower, Dubai Marina - ",009714-3792136 (BRANCH OF EMIRATES HOSP)
2435,AL HIKMA PHARMACY BRANCH (DUBAI),"Salahuddin Road Near Al Reef Mall, Beside Asiana Hotel - ",009714 - 2663188
2462,EMIRATES HOSPITAL PHARMACY (DUBAI),"Jumeirah 2, Jumeirah Beach Road - ",04-5200555
2464,NEW ASTER PHARMACY JLT  (DUBAI),"Shop No. G011-B, Red Diamond Building JLT Dubai - ","009714 - 3697728,"
2465,ASTER D I P PHARMACY LLC (DUBAI),Ramla Hyper Market  Dubai Investment Park - ,009714 - 8800996.
2480,UNICARE STAR PHARMACY LLC (DUBAI),"Near Baqer Mohebi, Mankhool Road, Satwa, Dubai - ",009714 - 3868811
2740,AL RAWDAH PHARMACY (DUBAI),"Clock Tower , Deira, - ",009714- 2940786
2741,AL SHIHHE PHARMACY (DUBAI),"Near to J- Mart Supermarket, Rasheed Road, Deira - ",009714 - 2726899
2742,ASTER PHARMACY 1 (DUBAI),"Oud Metha Road, Bank Street , Burdubai - ",009714  - 43863800
2745,ARMADA PHARMACY DMCC(DUBAI),"Ground Floor P2 Armada Tower ,Jumeira Lake Tower. - ",009714 - 3990033
2778,AL FARAH PHARMACY (DUBAI),"Al Nadha 1 Dubai, near to MNC hospital. - ",009714 - 2507306
2796,FAITH PHARMACY (DUBAI),"Next to Al futtaim Mosque Naif Road Deira, Dubai - ",042641808
2797,MASHREQ PHARMACY (DUBAI),Opp Dubai Grand Hotel  Near to Venus Restaurant - ,009714 - 2634081
2798,ROKN AL MEZHER PHARMACY (DUBAI),Close to Airport Freezone Metro Station - ,009714 - 2635469
2799,NADD  AL HAMAR LLC (DUBAI),"Near Al Khail Mall, Al Quoz - ",009714 - 3284298
2803,AL TAMIMI NEW PHARMACY (DUBAI),Opp:J-Mart Super Market Al Quoz-Dubai-U.A.E - ,009714 - 3381913
2804,AL TAMIMI  PHARMACY  (DUBAI),"Near Health Center , Al Quoz-Dubai - ",009714 - 3381455
2805,QALB AL IMAN PHARMACY LLC (DUBAI),"Naif Road, Deira, - ",009714 - 2723240
2806,FAITH WAY PHARMACY LLC(DUBAI),Next to Lal Qila Restaurant  Jumeirah 1 - ,009714 - 3798953
2835,AL RAFAH PHARMACY (DUBAI),"Al Naboodah Blg,Near Al Ghubaiba Bus Station - ",009714 -3939402
2994,AL KHAIR COMMUNITY PHARMACY (DUBAI),CITY BAY BUILDING-ABU-HAIL-OPPOSITE CANADIAN HOSPITAL-DUBAI. - ,009714  - 2505768
2995,SUPERCARE PHARMACY  MIRDIF 2 (DUBAI),MIRDIF SPINNEYS COMMUNITY CENTER - ,009714 - 2858222
2996,CENTRAL MARKET PH BR ASTER PHAR  (DUBAI),"Sheikh Colony , Beside Dubai Air Port Free zone Metro Station, Al qusais 1, - ",009714 - 2613451
3012,COUNTRY PHARMACY CO LLC (DUBAI),"Mohebi Aviation Bldg, Near Astoria Hotel,Al Fahidi Street,Bur Dubai - ",009714 - 3536689
3016,ASTER PHARMACY 98 BR ASTER PHAR  (DUBAI),Muhaisnah Second Sonapur - ,009714 - 2521711
3033,HAFSA  PHARMACY (DUBAI),"Discovery  Garden-12,ZEN-3 Cluster Dubai. - ",009714 - 4377548
3034,NEW  SMILE  PHARMACY  (DUBAI),"Awqaf  Building ,GROUND Flour Al Quoz-II - ",009714 - 3381330
3035,SMILE PHARMACY (DUBAI),"AL ABBAR BUILDING, NEAR MANGO HYPERMARKET, GROUND FlOOR, MUHAISINAH II (SONAPUR) - ",009714 - 2643567
3036,WEST HILL PHARMACY (DUBAI), - ,009714 -  3377131
3039,BETTER  LIFE  PHARMACY (DUBAI),"GRAND CITY MALL, ALQOUZ - ",8007400
3040,PARK BETTER LIFE PHARMACY (DUBAI), - ,8007400
3053,SUPERCARE PHARMACY AL THANYA (DUBAI),NEAR WAITROSE SUPERMARKET - ,009714 - 3388195
3067,NICE LIFE PHARMACY  (DUBAI),"Block A, Al Hudaiba Awards Bldg, Next to Holiday Inn Express Hotel,2nd of December Street,Bur Dubai, - ",009714 - 3880777
3084,AL MANARA GARDEN PHARMACY (DUBAI),"Sheikh Zayed Rd, Tunisia Court,  Ibn Batutta Mall Dubai - ",009714 -3669940
3085,AL MANARA PH HEALTH CARE CITY (DUBAI),Healthcare City Al Razi st. opposite Wafi City and beside City Hospital Dubai - ,009714 - 4458490
3086,NEW AL MANARA PHARMACY (DUBAI),"Ground Floor, Business Central Towers, Dubai - ",009714 - 3604495
3087,AL MANARA AL MANZIL PHARMACY (DUBAI),SOUK AL MANZIL - ,009714 - 3621161
3088,AL MANARA PHARMACY SUNSET MALL (DUBAI),"Sunset Mall, Jumeirah Road opposite EPPCO Station, between Dubai offshore sailing club and Jumeirah - ",009714  - 3881820
3100,NEW MARK PHARMACY JLT (DUBAI),"JLT area, Cluster-T, Fortune Executive Tower, near to marina metro station. Dubai - ",009714-4327303
3104,ATLAS STAR PHARMACY (DUBAI),"Sundos Al Nahda Bldg,Ground Floor,Amman Street,Al Nahda - ",009714 - 2838300
3106,ASTER PHARMACY 3 (DUBAI),"G32, Ground Floor, Dubai Outlet Mall, Dubai, UAE - ",009714 - 4437250
3122,MANCHESTER COMMUNITY PHARAMCY (DUBAI),Manchester tower  Dubai marina - ,009714 3957205
3133,ATLAS HEALTHCARE PHARMACY (DUBAI),"Al Hawai Bldg. Next to Atlas Star Medical Centre, Bur Dubai. - ",009714  - 3552725
3134,MOTHERCARE PHARMACY (DUBAI),"PAK ROSE REST., HOR AL ANZ STREET, DUBAI - ",009714 - 2698965
3135,MOTHER PHARMACY (DUBAI),"ABU BAKER AL SIDDIQUE RD, HOR AL ANZ - ",009714  - 2974329
3136,AL TADAWI PHARMACY (DUBAI),"Al Masaood Tower, Airport Road, Port Saeed, Deira, Dubai. - ",009714 - 2999626
3137,MARINA DCC PHARMACY (DUBAI),"Deira City Center Metro Station, Dubai UAE - ",009714 - 2500682
3138,MARINA PROMINADS PHARMACY (DUBAI),"Paloma Bldg., Jumeirah Beach Residence - ",009714 - 4470955
3139,MARINA BURJ PHARMACY (DUBAI),"Burj Khalifa Metro Station, Dubai, UAE - ",009714 - 3809663
3140,SUPERCARE PHARMACY DIP (DUBAI),DUBAI INVESTMENT PARK - ,009714 - 8854323
3156,AL MANARA PHARMACY (DUBAI),"DUBAI CONCORD HOTEL, MAKTOUM STREET - ",009714 - 2222032
3157,MEDHEALTH MEDICAL PHARMACY (DUBAI),MedHealth Medical Center Building Jebel Ali Free Zone - JAFZA South - ,009714 -8809900
3186,MARSA COMMUNITY PHARMACY (DUBAI),Diamond 4 building -Dubai Marina -Dubai - ,009714 - 4304247
3195,ASTER PHARMACY 2 BR OF ASTER (DUBAI),"Unit No 4&5, Ground Floor,Carrefour Centre, Dubai Investment Park - ",009714 - 8858044
3196,ASTER PHARMACY 5 (BR OF ASTER (DUBAI),"Shop No 02, CBD 29, Al Warsan 1st, International City - ",009714 - 4473169
3204,AL KAUSAR PHARMACY  LLC (DUBAI),"Next to palm beach hotel,Khalid bin al waleed road,bur dubai. - ",009714 - 3938485
3206,MADINAT AL KAUSAR PHARMACY (DUBAI),"Near sharaf DG metro station,Sheikh zayed road,al barsha - ",009714 - 3473654
3220,BAIT AL SHIFA NEW PHARMACY (DUBAI),"Opp. Abu Hail Metro Station, Hor Al Anz ,Dubai, UAE - ",009714 - 2666464
3221,ASTER PHARMACY 100 (DUBAI),"Al Razi building, Building No 64, D block, DHCC - ",009714 - 4343922
3222,NEURO SPINAL  HOSPITAL PHARMACY (DUBAI),"Umm Suqeim street, Al Barsha, Al Barsha South, PO Box 71444, Dubai Science Park - Dubai, United Arab Emirates",04-5730700
3293,QAMAR AL SATWA PHARMACY (DUBAI),"Shop No. 4, Ground Floor, Al Satwa 01 - Building, Al bada Street, Al Satwa - Dubai, United Arab Emirates",97143441720
3294,ASTER PHARMACY 110 ( DUBAI ),"Mandarin Building, Ground floor, Street 13A, Oud Mehtha, Near Lamcy Plaza - ",009714 - 3963158
3295,PANACEA PHARMACY MADINAT (DUBAI),"Madinat Jumeriah souk,Shop no.90, Umm suqeum, Jumeriah beach road, Near to Burj al arab hotel - ",009714 - 3686123
3304,SANDS COMMUNITY PHARMACY (DUBAI),"Shop No. 6 Emirates Crown Tower 1 Plot #42 (392-186) Marsa Dubai, U.A.E. - ",009714 - 4243520
3308,ZULEKHA HOSPITAL  PHARMACY (DUBAI),Opp Al Nahda Park - 204th Rd - Dubai - ,04-4151143 to 45
3309,ASTER  PHARMACY  6 (DUBAI),"Dubai Silicon Gate 1 - Building, First Floor, F-S-101A, Gate 1, Silicon Oasis, Opposite Choithram & - ",009714 - 3262600
3311,SHEFAA AL MADEENA PHARMACY LLC (DUBAI),"Shop-1,Al Gadheer Gas Station Al Manara , Al wasl Road - ",009714 - 3214197
3341,ASTER PHARMACY  101 (DUBAI),"AQU Buiding, Al Qusais1, Sheikh colony, Near to DAFZF metro STATION - ",009714 - 2382342
3369,XIE HE PHARMACY  LLC (DUBAI),"A12 Building, China Cluster, International City, Dubai, U.A.E, Adjacent to Dragon Mart. - ",009714 - 4233055  EXT- 113
3371,ASTER PHARMACY 103 (DUBAI),"Building-N04, Shop No.S-04, Al Warsan First, International city, Persia Cluster - ",009714 - 2765802
3372,ASTER PHARMACY 105 (DUBAI),"Bldg. I - 11, Shop No. 02, Al Warsan First, Morocco Cluster,International city - ",009714 - 2275972
3373,ASTER PHARMACY 116  (DUBAI),"Mirdif Commercial Complex, Shop No. 1 &2, Mirdif, Westzone Super Market - ",009714 - 2884190
3381,ASTER PHARMACY 112  (DUBAI),"Mohamed Khlifa Al Khalafi Building, Ground Floor,Rolla Street, Al Raffa, Burdubai - ",009714 - 3252920
3382,ACCES PHARMACY AL QOUSE (DUBAI),"Al Arif Building, GF-1, Al Qouze-3, Al Qouze - ",009714 - 3807218
3383,ASTER PHARMACY 118 (DUBAI),"OBS Building,Ground Floor, Shop No.2, Near to NMC Hospital, Amman Road,Al Nahda - ",009714 - 2393397
3384,ASTER PHARMACY 111  (DUBAI),"Muhaisinah Plaza Building, Shop No.6,Muhaisanah 4,Lulu Village, Near The Indian Academy, Behind Madi - ",009714 - 2593195
3398,BAIT AL MAQDES PHARMACY LLC (DUBAI),"Arabilla Bldg. 15C St. Hor Al Anz East, Dubai, UAE PO Box: 96976- Deira, Dubai, UAE - ",009714 - 2667211
3399,ASTER PHARMACY 117  (DUBAI),"Shop No. 12, Bait Al-Waleed, Al-Souq Al-Kabeer, Mankhool,Burdubai, UAE - ",009714 - 3252882
3400,AL MANARA PHARMACY REMAL MALL(DUBAI),"AL BARARI,DUBAI - ",009714 -3337146
3401,AL MANARA DUBAI SILICON OASIS (DUBAI),DUBAI SILICON OASIS - ,009714 - 3330554
3402,AL MANARA AL RAEDA PHARMACY (DUBAI),"AL GHURAIR CENTER LCC. AL RIGGA STREET,DUBAI - ",009714 - 2952871
3403,ASTER  PHARMACY  104  (DUBAI),"Building-L-11, Shop No.2, Greece Cluster, International city - ",009714 - 2775973
3404,NEW BETTER LIFE PHARMACY (DUBAI),"BUIDLING NAME-AL QOUZ MALL , SHOP NO 26 , MAKANI NO-2075479749 - ",8007400
3405,JUMEIRAH BETTER LIFE PHARMACY (DUBAI),"NO.4 BUILDING M1, AMSA JUMEIRAH VILLAGE CIRCLE, DUBAI. - ",8007400
3406,AL RAYAN PHARMCY  (DUBAI),"HOP #13, GROUND FLOOR, STAR OF KARAMA BUILDING, STREET #16, AL KARAMA - ",8007400
3411,SAUDI GERMAN HOSPITAL PHARMACY (DUBAI),"Opp to American School of Dubai, Intersection of Al Mafraq Road (316) and Hessa Street (331), - ",009714 - 3890585
3415,ASTER PHARMACY 113 (DUBAI),"Mirdif Mall, Uptown Mirdif,Near to Medcare clinic, Mirdif - ",009714 - 2839542
3416,ASTER  PHARMACY  114 (DUBAI),"Shop No 12 & 13,Aswaq  Mall, Al Barsha South 1, Al Barsha - ",009714 - 3851455
3417,ACCESS PHARMACY 2  (DUBAI),"Access Clinic Building, Al Muhaisina-2, Sonapur, Near to Bus Station - ",009714 - 2672946
3418,PHARMA  ONE PHARMACY  LLC (DUBAI),"Fatima Bldg, Beirut St, Next to Madina Mall, Muhaisnah 4, Dubai, UAE PO Box: 96976- Deira, Dubai, UA - ",009714 - 2631107
3419,WECARE ERX PHARMACY LLC (DUBAI),"Hamsah �A Building, Ground Floor, Near Ansar Gallery, Khalid Bin Waleed Street, Al Karama, Dubai, - ",048804179
3422,MEDICURE PHARMACY (DSO) (DUBAI),NAD HESSA CHOITHRAM SUPERMARKET AND  DUBAI SILICON OASIS - ,009714 -  3793931
3435,APEX  ATRIUM PHARMACY L.L.C(DUBAI),"located in Apex Atrium Building, MotorCity Dubai. - ",009714 - 3624955
3439,PRIME HOSPITAL PHARMACY  LLC (DUBAI),"Prime Hospital Pharmacy, Casablanca Street, AL Garhoud, Dubai. - ",009714 -  2929777
3441,NMC ROYAL HOSPITAL PHARMACY (DUBAI),"Dubai Investments Park-1, Adjacent  to Green Community - ",009714 -8108868
3450,NMC SPECIALITY  HOSPITAL PHARMACY (DUBAI),"Amman Street, AL-NAHDA-2,UAE - ",009714 - 2315801
3451,ASTER PHARMACY 123 (DUBAI),"Shop No3, Al Ghurair Real Estate Building, Al Muteena Street, Deira, Near Dubai Palm Hotel - ",009714 - 2731282
3469,AL ZAHRA HOSPITAL PHARMACY (DUBAI),"Along Sheikh Zayed Road,  Al Barsha 1, - ",97143786666
3470,ASTER PHARMACY 126 (DUBAI),"Jumeriah, Umsuquim 1, Near Medcare clinic - ",04-3952213
3481,DOCIB PHARMACY L.L.C  (DUBAI),"Desert Home building, Ground Floor. - ",009714 -  3585666
3486,LULU CENTRE PHARMACY LLC (DUBAI),"Lulu Hypermarket, Al Qusais, Dubai. - ",009714 - 2988771
3487,LULU AMAAN PHARMACY (DUBAI),"Lulu Village, Muhaisnah-4, Dubai. - ",009714 - 2647264
3488,LULU BARSHA PHARMACY (DUBAI),"Lulu hyper  market , Al  barsha - ",009714 - 3418828
3489,LULU KARAMA PHARMACY LLC (DUBAI),"Hypermarket, Karama, Dubai - ",009714 - 3369970
3513,ASTER PHARMACY 120 (DUBAI),"Abdul Raouf Mohammed Saleh Alavi Building, Al Warqa 1, Al Warqa, Near Aswaq Mall - ",009714 - 2803995
3522,MARINA CARE PHARMACY - (DUBAI),"Iranian Hospital, Satwa, Dubai, UAE - ",+9714-3466889
3524,MEDCARE HOSPITAL PHARMACY (DUBAI),"Jumeirah, Opp.Safa Park, Gate No:1 - ",009714 - 4079115
3525,MEDCARE HOSPITAL MOSH PHARMACY (DUBAI),"pp.Dubai Refreshment(Pepsi), Sheikh Ahmad Bin Saeed Building,
Sheikh Zayed Road, After the Second In - ",009714 - 3768400
3541,THUMBAY HOSPITAL PHARMACY (DUBAI), - ,009714 - 2988805
3569,BOOTS MARINA MALL PHARMACY  (DUBAI),"Dubai Marina Mall, Unit #PM007A Promenade Level, SZR, Dubai - ",009714 - 4342720/ 4190584
3570,BOOTS AL GHADEER PHARMACY (DUBAI),"Ghadeer Tower, Showroom No. 1, Ground Flr, Plot 336-209, SZR, Dubai - ",009714 - 3327884
3571,BOOTS - IBN BATTOTA PHARMACY (DUBAI),"Ibn Battuta Mall, Egypt Court (Unit 62), The Gardens,  Sheikh Zayed Rd,  Dubai - ",009714 -4190659
3572,BOOTS SADAF PHARMACY (DUBAI),"Unit JBR 04-GM10, The Walk at Jumeirah Beach Residence, Dubai - ",009714 -  4190052
3573,BOOTS AMWAJ PHARMACY (DUBAI),"Unit GM16, JBR 5, The Walk at Jumeirah Beach Residence, Dubai - ",009714 - 4190054
3574,BOOTS PHAR JUMEIRAH-VILLAGE MALL(DUBAI),"The Village Mall, Jumeirah Road, Dubai - ",009714 - 4190058
3575,BOOTS PHARMACY LAMCI PLAZA (DUBAI),"Lamcy Plaza, Unit 134, Ground Flr, Zabeel East, Dubai - ",009714 - 4190071
3576,ASTER PHARMACY 115  (DUBAI),"Discovery Pavilion,Street 7,Discovery Garden - ",009714 - 2672946
3577,ASTER PHARMACY 119 (DUBAI),"shop No.7,Meadows, Emirates Hills 3,Enoc 1086 - ",009714 -  2672946
3578,ASTER PHARMACY 124 (DUBAI),"Ground Floor,Sukoon Tower, Marina, Dubai - ",009714 - 5546282
3579,ASTER PHARMACY 129  (DUBAI),"Ground Floor,Marjana Plaza Building, Al Bada, Satwa - ",009714 -3590530
3586,SUPER CARE PHARMACY 28 (DUBAI),BADIA - ,009714 - 2591134
3587,SUPER CARE PHARMACY 26 (DUBAI),"Ground Floor, Dubai Marina Mall, DUBAI, UAE - ",04-4254131
3595,ASTER HOSPITAL PHARMACY MANKHOOL(DUBAI),"Kuwait Street,Mankhool.Next to Sharaf DG,Burdubai, DXB - ",009714 -  3814943
3597,MEDEOR 24X7 HOSPITAL PHARMACY (DUBAI),"Embassy District, Umm Hurair - 1, Sheikh Khalifa Bin Zayed Street (D 88). - ",009714 -  3500600
3605,ASTER PHARMACY 127 (DUBAI),"oyal Oceanic-1, S-01,Plot No:218, Marsa Dubai, Near Le Meridien, Dubai Marina - ",009714 - 5547096
